01-REG|02-NUM_ITEM|03-COD_ITEM|04-DESCR_COMPL|05-QTD|06-UNID|07-VL_ITEM|08-VL_DESC|09-IND_MOV|10-CST_ICMS|11-CFOP|12-COD_NAT|13-VL_BC_ICMS|14-ALIQ_ICMS|15-VL_ICMS|16-VL_BC_ICMS_ST|17-ALIQ_ST|18-VL_ICMS_ST|19-IND_APUR|20-CST_IPI|21-COD_ENQ|22-VL_BC_IPI|23-ALIQ_IPI|24-VL_IPI|25-CST_PIS|26-VL_BC_PIS|27-ALIQ_PIS|28-QUANT_BC_PIS|29-ALIQ_PIS_REAIS|30-VL_PIS|31-CST_COFINS|32-VL_BC_COFINS|33-ALIQ_COFINS|34-QUANT_BC_COFINS|35-ALIQ_COFINS_REAIS|36-VL_COFINS|37-COD_CTA|38-VL_ABAT_NT|39-LINHA
C170|11|PRO03115216-50|INTERRUPTOR DE PRESSÃO - SWC-00018 - IMPORTADO|1|PC|220,78|0|0|100|5102|512|220,78|4|8,83|0|0|0|0|53|999|0|0|0|01|220,78|1,65|||3,64|01|220,78|7,6|||16,78|9999||845
C170|12|PRO03115237-50|Placa de circuito MPRCSR  1-003-0300 - Importado|1|PC|1849,76|0|0|100|5102|512|1849,76|4|73,99|0|0|0|0|53|999|0|0|0|01|1849,76|1,65|||30,52|01|1849,76|7,6|||140,58|9999||846
C170|13|PRO03115271-50|Linear Esquerdo A&SI - 030-2867 - Imp|1|PC|1829,49|0|0|100|5102|512|1829,49|4|73,18|0|0|0|0|53|999|0|0|0|01|1829,49|1,65|||30,19|01|1829,49|7,6|||139,04|9999||847
C170|14|PRO03115294-50|Cabo Abertura do Motor de Sinal 180-0267 - Imp|1|PC|776,6|0|0|100|5102|512|776,6|4|31,06|0|0|0|0|53|999|0|0|0|01|776,6|1,65|||12,81|01|776,6|7,6|||59,02|9999||848
C170|15|PRO03115311-50|Cabeca do Tudbo MPRCSR 1-003-0300|1|PC|954,56|0|0|100|5102|512|954,56|4|38,18|0|0|0|0|53|999|0|0|0|01|954,56|1,65|||15,75|01|954,56|7,6|||72,55|9999||849
C170|16|PRO03115314-50|Placa MOTOR TBHD 1-003-0474 - Imp|1|PC|511,97|0|0|100|5102|512|511,97|4|20,48|0|0|0|0|53|999|0|0|0|01|511,97|1,65|||8,45|01|511,97|7,6|||38,91|9999||850
C170|17|PRO03115315-50|Placa de Controladora BUCKY 1-003-0479 - Imp|1|PC|100,15|0|0|100|5102|512|100,15|4|4,01|0|0|0|0|53|999|0|0|0|01|100,15|1,65|||1,65|01|100,15|7,6|||7,61|9999||851
C170|18|PRO03115326-50|Fonte de Alimentacao D.C 1-451-5023 - Imp|2|PC|883,24|0|0|100|5102|512|883,24|4|35,33|0|0|0|0|53|999|0|0|0|01|883,24|1,65|||14,57|01|883,24|7,6|||67,13|9999||852
C170|19|PRO03115355-50|Controle do Tube BD PCB-00014 - Imp|3|PC|1643,61|0|0|100|5102|512|1643,61|4|65,74|0|0|0|0|53|999|0|0|0|01|1643,61|1,65|||27,12|01|1643,61|7,6|||124,91|9999||853
C170|20|PRO03115371-50|Membrana Teclado 2x3 1-092-0009 - Imp|1|PC|370,87|0|0|100|5102|512|370,87|4|14,83|0|0|0|0|53|999|0|0|0|01|370,87|1,65|||6,12|01|370,87|7,6|||28,19|9999||854
C170|21|PRO03115375-50|Potenciometro 10k 1-195-3024 - Imp|9|PC|2017,71|0|0|100|5102|512|2017,71|4|80,71|0|0|0|0|53|999|0|0|0|01|2017,71|1,65|||33,29|01|2017,71|7,6|||153,35|9999||855
C170|22|PRO03115376-50|Retificador 50A 1-401-0134 - Imp|6|PC|21,66|0|0|100|5102|512|21,66|4|0,87|0|0|0|0|53|999|0|0|0|01|21,66|1,65|||0,36|01|21,66|7,6|||1,65|9999||856
C170|23|PRO03115381-50|Correia de Trasmissao 2-230-4004 - Imp|2|PC|344,54|0|0|100|5102|512|344,54|4|13,78|0|0|0|0|53|999|0|0|0|01|344,54|1,65|||5,68|01|344,54|7,6|||26,19|9999||857
C170|24|PRO03115404-50|Rele SS 48-530 VAC, 90AMP RLY-00001 - Imp|2|PC|265,5|0|0|100|5102|512|265,5|4|10,62|0|0|0|0|53|999|0|0|0|01|265,5|1,65|||4,38|01|265,5|7,6|||20,18|9999||858
C170|25|PRO03115410-50|Placa Controladora VTA - PCB-00154 - Imp|3|PC|14197,5|0|0|100|5102|512|14197,5|4|567,9|0|0|0|0|53|999|0|0|0|01|14197,5|1,65|||234,26|01|14197,5|7,6|||1079,01|9999||859
C170|26|PRO03115412-50|Conjunto Sistema Motor de Compressão - ASY-02722 - Imp|1|PC|1637,99|0|0|100|5102|512|1637,99|4|65,52|0|0|0|0|53|999|0|0|0|01|1637,99|1,65|||27,03|01|1637,99|7,6|||124,49|9999||860
C170|27|PRO03115416-50|Controlador Cabo STLOC II - 1-040-0827 - Imp|1|PC|94,61|0|0|100|5102|512|94,61|4|3,78|0|0|0|0|53|999|0|0|0|01|94,61|1,65|||1,56|01|94,61|7,6|||7,19|9999||861
C170|28|PRO03115419-50|Conjunto Lâmpada - 3-000-3230 - Imp|1|PC|92,79|0|0|100|5102|512|92,79|4|3,71|0|0|0|0|53|999|0|0|0|01|92,79|1,65|||1,53|01|92,79|7,6|||7,05|9999||862
C170|29|PRO03115439-50|Placa de comp. acesso DET - 1-003-0461 - Imp|1|PC|1326,44|0|0|100|5102|512|1326,44|4|53,06|0|0|0|0|53|999|0|0|0|01|1326,44|1,65|||21,89|01|1326,44|7,6|||100,81|9999||863
C170|30|PRO03115451-50|Ponte retificador 40 AMP - 1-401-0135 - Imp|5|PC|15,5|0|0|100|5102|512|15,5|4|0,62|0|0|0|0|53|999|0|0|0|01|15,5|1,65|||0,26|01|15,5|7,6|||1,18|9999||864
C170|31|PRO03115453-50|Correia de engrenagem - 2-230-4005 - Imp|2|PC|234,92|0|0|100|5102|512|234,92|4|9,4|0|0|0|0|53|999|0|0|0|01|234,92|1,65|||3,88|01|234,92|7,6|||17,85|9999||865
C170|32|PRO03115455-50|Correia de caixa de transmissão - 32 PITCH - 2-230-4012 - Imp|1|PC|112,28|0|0|100|5102|512|112,28|4|4,49|0|0|0|0|53|999|0|0|0|01|112,28|1,65|||1,85|01|112,28|7,6|||8,53|9999||866
C170|33|PRO03115481-50|Lâmpada para Selenia MTR EPROM V1.2.0 - ICP-00199 - Imp|1|PC|461,39|0|0|100|5102|512|461,39|4|18,46|0|0|0|0|53|999|0|0|0|01|461,39|1,65|||7,61|01|461,39|7,6|||35,07|9999||867
C170|34|PRO03115505-50|Placa de subst. de campo PN ASY-05058 - Importado|1|PC|3349,56|0|0|100|5102|512|3349,56|4|133,98|0|0|0|0|53|999|0|0|0|01|3349,56|1,65|||55,27|01|3349,56|7,6|||254,57|9999||868
C170|35|PRO03115517-50|Fonte de alimentação HV; 0-3KV; 50KHZ - PWR-00116 - Imp.|1|PC|9131,12|0|0|100|5102|512|9131,12|4|365,24|0|0|0|0|53|999|0|0|0|01|9131,12|1,65|||150,66|01|9131,12|7,6|||693,97|9999||869
C170|36|PRO03115541-50|Placa de controle interface PCB PN 1-003-0518 - Importado|1|PC|597,15|0|0|100|5102|512|597,15|4|23,89|0|0|0|0|53|999|0|0|0|01|597,15|1,65|||9,85|01|597,15|7,6|||45,38|9999||870
C170|37|PRO03115543-50|Teclado USB PN CMP-00213 - Importado|1|PC|755,2|0|0|100|5102|512|755,2|4|30,21|0|0|0|0|53|999|0|0|0|01|755,2|1,65|||12,46|01|755,2|7,6|||57,4|9999||871
C170|38|PRO03115553-50|Placa de acesso PN 1-003-0302-Importado|1|PC|1318,88|0|0|100|5102|512|1318,88|4|52,76|0|0|0|0|53|999|0|0|0|01|1318,88|1,65|||21,76|01|1318,88|7,6|||100,23|9999||872
C170|39|PRO03115580-50|PCI CARD  PN PCB-00640 - Importado|1|PC|1762,35|0|0|100|5102|512|1762,35|4|70,49|0|0|0|0|53|999|0|0|0|01|1762,35|1,65|||29,08|01|1762,35|7,6|||133,94|9999||873
C170|40|PRO03115593-50|Placa de interface PN PCB-00940 - Importado|1|PC|1380,52|0|0|100|5102|512|1380,52|4|55,22|0|0|0|0|53|999|0|0|0|01|1380,52|1,65|||22,78|01|1380,52|7,6|||104,92|9999||874
C170|41|PRO03115649-50|MCP Internal HV Cable PN CBL-00676 - Importado|1|PC|2600,01|0|0|100|5102|512|2600,01|4|104|0|0|0|0|53|999|0|0|0|01|2600,01|1,65|||42,9|01|2600,01|7,6|||197,6|9999||875
C170|42|PRO03115652-50|Protetor de mama PN ASY-03131 ¿ Importado|1|PC|1990,56|0|0|100|5102|512|1990,56|4|79,62|0|0|0|0|53|999|0|0|0|01|1990,56|1,65|||32,84|01|1990,56|7,6|||151,28|9999||876
C170|43|PRO03115666-50|Kit de upgrade FMI - ASY-08608 - Importado|1|PC|623,67|0|0|100|5102|512|623,67|4|24,95|0|0|0|0|53|999|0|0|0|01|623,67|1,65|||10,29|01|623,67|7,6|||47,4|9999||877
C170|44|PRO03115676-50|Engrenagem do motor 24VDC - 2-230-0034  IMP.|1|PC|151,22|0|0|100|5102|512|151,22|4|6,05|0|0|0|0|53|999|0|0|0|01|151,22|1,65|||2,5|01|151,22|7,6|||11,49|9999||878
C170|45|PRO03115681-50|Drive Compressão - ASY-03378 - Imp.|1|PC|13109,4|0|0|100|5102|512|13109,4|4|524,38|0|0|0|0|53|999|0|0|0|01|13109,4|1,65|||216,31|01|13109,4|7,6|||996,31|9999||879
C170|46|PRO03115682-50|Placa de Interface VTA - PCB-00155 - Imp.|1|PC|4446,17|0|0|100|5102|512|4446,17|4|177,85|0|0|0|0|53|999|0|0|0|01|4446,17|1,65|||73,36|01|4446,17|7,6|||337,91|9999||880
C170|47|PRO03115684-50|Rele de Estado Sólido - RLY-00078 - Imp.|1|PC|758,83|0|0|100|5102|512|758,83|4|30,35|0|0|0|0|53|999|0|0|0|01|758,83|1,65|||12,52|01|758,83|7,6|||57,67|9999||881
C170|48|PRO03115699-50|TAMPA DO RECEPTOR DE IMAGEM - ASY-00547 - IMP.|1|PC|3877,18|0|0|100|5102|512|3877,18|4|155,09|0|0|0|0|53|999|0|0|0|01|3877,18|1,65|||63,97|01|3877,18|7,6|||294,67|9999||882
C170|49|PRO03115710-50|FONTE HVPS - SVC-00252 - IMP|1|PC|778,35|0|0|100|5102|512|778,35|4|31,13|0|0|0|0|53|999|0|0|0|01|778,35|1,65|||12,84|01|778,35|7,6|||59,15|9999||883
C170|50|PRO03115716-50|FONTE DC - ASY-02097 - IMP.|1|PC|2792,67|0|0|100|5102|512|2792,67|4|111,71|0|0|0|0|53|999|0|0|0|01|2792,67|1,65|||46,08|01|2792,67|7,6|||212,24|9999||884
C170|51|PRO03115745-50|LAMP, COLLIMATOR-24V, 150W - 1-080-0011 - IMP.|4|PC|10,32|0|0|100|5102|512|10,32|4|0,41|0|0|0|0|53|999|0|0|0|01|10,32|1,65|||0,17|01|10,32|7,6|||0,78|9999||885
C170|52|PRO03115768-50|FUSÍVEL 750 mA 250 V SLOW BLOW - SVC-00217 - IMP.|1|PC|90,16|0|0|100|5102|512|90,16|4|3,61|0|0|0|0|53|999|0|0|0|01|90,16|1,65|||1,49|01|90,16|7,6|||6,85|9999||886
C170|53|PRO03115773-50|CABO DE FIBRA OP 50/125 CBL-00464 - IMP.|1|PC|1277,9|0|0|100|5102|512|1277,9|4|51,12|0|0|0|0|53|999|0|0|0|01|1277,9|1,65|||21,09|01|1277,9|7,6|||97,12|9999||887
C170|54|PRO03115774-50|CONECTOR - SOCK HGS 1 POS MOTHERBOARD CON-00392 - IMP.|2|PC|421,22|0|0|100|5102|512|421,22|4|16,85|0|0|0|0|53|999|0|0|0|01|421,22|1,65|||6,95|01|421,22|7,6|||32,01|9999||888
C170|55|PRO03115775-50|CLIPE - RETAINING BACKPLANE LIGHTRAY MME-00572 - IMP.|1|PC|96,81|0|0|100|5102|512|96,81|4|3,87|0|0|0|0|53|999|0|0|0|01|96,81|1,65|||1,6|01|96,81|7,6|||7,36|9999||889
C170|56|PRO03115778-50|CABO - FEEDBACK INVERTER CBL-01513 - IMP.|1|PC|361,83|0|0|100|5102|512|361,83|4|14,47|0|0|0|0|53|999|0|0|0|01|361,83|1,65|||5,97|01|361,83|7,6|||27,5|9999||890
C170|57|PRO03115783-50|ASY-05025 - CONJUNTO LED/ESPELHO - IMP.|1|PC|8895,85|0|0|100|5102|512|8895,85|4|355,83|0|0|0|0|53|999|0|0|0|01|8895,85|1,65|||146,78|01|8895,85|7,6|||676,08|9999||891
C170|58|PRO03115801-999|POTENCIOMETRO 10T 5K PN 1-195-3053 - IMP|1|PC|340,05|0|0|100|5102|512|340,05|4|13,6|0|0|0|0|53|999|0|0|0|01|340,05|1,65|||5,61|01|340,05|7,6|||25,84|9999||892
C170|59|PRO03115840-50|MICRO SWITCH - Imp|1|PC|129,07|0|0|100|5102|512|129,07|4|5,16|0|0|0|0|53|999|0|0|0|01|129,07|1,65|||2,13|01|129,07|7,6|||9,81|9999||893
C170|60|PRO03115860-50|CORRENTE ROLDANA - 2-230-2006 - IMP.|1|PC|0,52|0|0|100|5102|512|0,52|4|0,02|0|0|0|0|53|999|0|0|0|01|0,52|1,65|||0,01|01|0,52|7,6|||0,04|9999||894
C170|61|PRO03115896-50|MOTOR, ELEVADOR 90VDC MTR-00017 - IMP.|2|PC|371,68|0|0|100|5102|512|371,68|4|14,87|0|0|0|0|53|999|0|0|0|01|371,68|1,65|||6,13|01|371,68|7,6|||28,25|9999||895
C170|62|PRO03115910-50|ASSY, CABLE CARRIER - CBL-00990 - IMP|1|PC|1551,52|0|0|100|5102|512|1551,52|4|62,06|0|0|0|0|53|999|0|0|0|01|1551,52|1,65|||25,6|01|1551,52|7,6|||117,92|1534||896
C170|63|PRO03115916-50|ENCODER AY  - ASY-07100- IMP|1|PC|655,03|0|0|100|5102|512|655,03|4|26,2|0|0|0|0|53|999|0|0|0|01|655,03|1,65|||10,81|01|655,03|7,6|||49,78|1534||897
C170|64|PRO03115926-50|SECURVIEW SVDX - IMPORTADO|1|PC|14833,26|0|0|100|5102|512|14833,26|4|593,33|0|0|0|0|53|999|0|0|0|01|14833,26|1,65|||244,75|01|14833,26|7,6|||1127,33|1534||898
C170|65|PRO03115964-50|MOTOR DE ANGULAÇÃO - 2-320-0037 - IMP|1|PC|3294,75|0|0|100|5102|512|3294,75|4|131,79|0|0|0|0|53|999|0|0|0|01|3294,75|1,65|||54,36|01|3294,75|7,6|||250,4|1534||899
C170|66|PRO03115989-50|PLACA DO PROTETOR FACIAL - PCB-00165 - IMP|3|PC|7862,43|0|0|100|5102|512|7862,43|4|314,5|0|0|0|0|53|999|0|0|0|01|7862,43|1,65|||129,73|01|7862,43|7,6|||597,54|1534||900
C170|67|PRO03115991-50|VENTOINHA - FAN-00033 - IMP|3|PC|950,49|0|0|100|5102|512|950,49|4|38,02|0|0|0|0|53|999|0|0|0|01|950,49|1,65|||15,68|01|950,49|7,6|||72,24|1534||901
C170|68|PRO03115993-50|FUSIVEL 1,5 AMPERES 250 W - 1-070-1263  - IMP|3|PC|151,89|0|0|100|5102|512|151,89|4|6,08|0|0|0|0|53|999|0|0|0|01|151,89|1,65|||2,51|01|151,89|7,6|||11,54|1534||902
C170|69|PRO03115994-50|PINO DO COMPRESSOR - 3-400-0052  - IMP|2|PC|127,94|0|0|100|5102|512|127,94|4|5,12|0|0|0|0|53|999|0|0|0|01|127,94|1,65|||2,11|01|127,94|7,6|||9,72|1534||903
C170|70|PRO03121196-44|PO INSERÇÃO FÊMEA MC4/MC4.1 - 290192 - IMP|1|PC|1348,12|0|0|100|5102|512|1348,12|4|53,92|0|0|0|0|53|999|0|0|0|01|1348,12|1,65|||22,24|01|1348,12|7,6|||102,46|1534||904
C170|71|PRO03128006-50|Printer keypad board PN 1-003-0523 - Importado|2|UN|1865,72|0|0|100|5102|512|1865,72|4|74,63|0|0|0|0|53|999|0|0|0|01|1865,72|1,65|||30,78|01|1865,72|7,6|||141,79|9999||905
C170|72|PRO03128010-50|Cabo de filamentos PN 1-040-0687 - Importado|1|UN|934,24|0|0|100|5102|512|934,24|4|37,37|0|0|0|0|53|999|0|0|0|01|934,24|1,65|||15,41|01|934,24|7,6|||71|9999||906
C170|73|PRO03128015-50|Placa digital PN 1-003-0242 - Importado|4|UN|788,48|0|0|100|5102|512|788,48|4|31,54|0|0|0|0|53|999|0|0|0|01|788,48|1,65|||13,01|01|788,48|7,6|||59,92|9999||907
C170|74|PRO03128059-50|PLACA DE CONTROLE DE ESTAGIO DO BRAÇO  - PCB-01038 - IMP|1|UN|6811,85|0|0|100|5102|512|6811,85|4|272,47|0|0|0|0|53|999|0|0|0|01|6811,85|1,65|||112,4|01|6811,85|7,6|||517,7|1534||908
C170|1|PRO03133102-50|ASY-07398 - GRADE DO FILTRO DE DEJETOS - IMPORTADO|1|PC|1195,99|0|0|600|5102|512|1195,99|4|47,84|0|0|0|0|53|999|0|0|0|01|1195,99|1,65|||19,73|01|1195,99|7,6|||90,9|1534||912
C170|2|PRO03133103-50|ASY-09446 - CHAVE DE INSTALAÇÃO DE SOFTWARE - IMPORTADO|1|PC|565,73|0|0|600|5102|512|565,73|4|22,63|0|0|0|0|53|999|0|0|0|01|565,73|1,65|||9,33|01|565,73|7,6|||43|1534||913
C170|3|PRO03133020-50|P/N: 50061-001  TAPETE DE SEGURANÇA LOCTITE 1 X 5ML (THREADLOCKER; LOCTITE 222) - IMP|5|PC|513,25|0|0|600|5102|512|513,25|4|20,53|0|0|0|0|53|999|0|0|0|01|513,25|1,65|||8,47|01|513,25|7,6|||39,01|1534||914
C170|4|PRO03133027-50|P/N: PCB-01286   SOFTWARE (DRIVE) DA PLACA T2000 (ROHS; MECH DRIVER BOARD TP-2000) ¿ IMP|1|PC|2269,56|0|0|600|5102|512|2269,56|4|90,78|0|0|0|0|53|999|0|0|0|01|2269,56|1,65|||37,45|01|2269,56|7,6|||172,49|1534||915
C170|5|PRO03133032-50|P/N: 70025-001  ALAVANCA DA CABEÇA (HEAD LEVER ASSY) - IMP|1|PC|253,53|0|0|600|5102|512|253,53|4|10,14|0|0|0|0|53|999|0|0|0|01|253,53|1,65|||4,18|01|253,53|7,6|||19,27|1534||916
C170|6|PRO03133037-50|P/N: 70058-001   SELO DO HD OPTICO T2000 (STP2000 HD SEAL OPTSW ASSY) - IMP|2|PC|465,98|0|0|600|5102|512|465,98|4|18,64|0|0|0|0|53|999|0|0|0|01|465,98|1,65|||7,69|01|465,98|7,6|||35,41|1534||917
C170|7|PRO03133038-50|P/N: 70059-001  ALAVANCA DE MANIPULAÇÃO T2000 (TP-2000 SL HANDLER OPT. SWITCH ASSY ) - IMP|1|PC|21,23|0|0|600|5102|512|21,23|4|0,85|0|0|0|0|53|999|0|0|0|01|21,23|1,65|||0,35|01|21,23|7,6|||1,61|1534||918
C170|8|PRO03133039-50|P/N: 70061-001  ALAVANCA OPTICA PARA T2000 (TP2000 S/H EDT OPTSW ASSY) - IMP|2|PC|35,76|0|0|600|5102|512|35,76|4|1,43|0|0|0|0|53|999|0|0|0|01|35,76|1,65|||0,59|01|35,76|7,6|||2,72|1534||919
C170|9|PRO03133040-50|P/N: 70065-001   FILTRO TP2000 (TP2000 FILTER CAP SWITCH ASSY) - IMP|1|PC|20,15|0|0|600|5102|512|20,15|4|0,81|0|0|0|0|53|999|0|0|0|01|20,15|1,65|||0,33|01|20,15|7,6|||1,53|1534||920
C170|10|PRO03133044-50|P/N: 71950-001   KIT DE VALVULAS (KIT; VALVE QTO) - IMP|1|PC|1114,17|0|0|600|5102|512|1114,17|4|44,57|0|0|0|0|53|999|0|0|0|01|1114,17|1,65|||18,38|01|1114,17|7,6|||84,68|1534||921
C170|11|PRO03133069-50|SSD IMAGED - ASY-06046 - IMPORTADO|1|PC|1125,81|0|0|600|5102|512|1125,81|4|45,03|0|0|0|0|53|999|0|0|0|01|1125,81|1,65|||18,58|01|1125,81|7,6|||85,56|1534||922
C170|12|PRO03133071-50|SENSOR DO FILTRO - 71659-001 - IMPORTADO|1|PC|170,93|0|0|600|5102|512|170,93|4|6,84|0|0|0|0|53|999|0|0|0|01|170,93|1,65|||2,82|01|170,93|7,6|||12,99|1534||923
C170|13|PRO03133078-50|SEAL FILTER T5000  - 05952-001 - IMP|2|PC|211,76|0|0|600|5102|512|211,76|4|8,47|0|0|0|0|53|999|0|0|0|01|211,76|1,65|||3,49|01|211,76|7,6|||16,09|1534||924
C170|14|PRO03133085-50|PN RM-71963-001 - LED DE RESERVA - IMPORT|1|PC|501,53|0|0|600|5102|512|501,53|4|20,06|0|0|0|0|53|999|0|0|0|01|501,53|1,65|||8,28|01|501,53|7,6|||38,12|1534||925
C170|15|PRO56007006-70|Pistola Megacore -Profundidade de Penetração 25mm B-T070022 - Imp|1|UN|2903,34|0|0|100|5102|512|2903,34|4|116,13|0|0|0|0|53|999|0|0|0|06|0|0|||0|06|0|0|||0|9999||926
C170|16|PRO03133120-50|50089-001 - CABO DE ALIMENTAÇÃO - IMP|1|PC|163,31|0|0|100|5102|512|163,31|4|6,53|0|0|0|0|53|999|0|0|0|01|163,31|1,65|||2,69|01|163,31|7,6|||12,41|1534||927
C170|17|PRO03133123-50|70028-001 - TUBULAÇÃO COMPLETA DO FRASCO DE ESGOTO ACESSÓRIO - IMP|2|PC|1474,88|0|0|100|5102|512|1474,88|4|59|0|0|0|0|53|999|0|0|0|01|1474,88|1,65|||24,34|01|1474,88|7,6|||112,09|1534||928
C170|18|PRO03133134-50|PLACA DE CONTROLE - MEL-00562 - IMP|1|PC|9305,79|0|0|100|5102|512|9305,79|4|372,23|0|0|0|0|53|999|0|0|0|01|9305,79|1,65|||153,55|01|9305,79|7,6|||707,24|1534||929
C170|19|PRO03133180-50|ANEL DE VEDAÇÃO - MME-03162 - IMP|4|PC|132,44|0|0|100|5102|512|132,44|4|5,3|0|0|0|0|53|999|0|0|0|01|132,44|1,65|||2,19|01|132,44|7,6|||10,07|1534||930
C170|20|PRO03133188-50|PARAFUSO MODULO LAMINA T2 - 50052-004 - IMP|4|PC|214,52|0|0|600|5102|512|214,52|4|8,58|0|0|0|0|53|999|0|0|0|01|214,52|1,65|||3,54|01|214,52|7,6|||16,3|1534||931
C170|21|PRO03133189-50|ARRUELA MODULO LAMINA T2 - 50059-002 - IMP|4|PC|409,68|0|0|600|5102|512|409,68|4|16,39|0|0|0|0|53|999|0|0|0|01|409,68|1,65|||6,76|01|409,68|7,6|||31,14|1534||932
C170|22|PRO03133190-50|PORCA MODULO LAMINA T2 - 50060-002 - IMP|4|PC|409,68|0|0|600|5102|512|409,68|4|16,39|0|0|0|0|53|999|0|0|0|01|409,68|1,65|||6,76|01|409,68|7,6|||31,14|1534||933
C170|23|PRO03133191-50|BRACADEIRA MEDIA T2 - 50070-002 - IMP|3|PC|160,89|0|0|600|5102|512|160,89|4|6,44|0|0|0|0|53|999|0|0|0|01|160,89|1,65|||2,65|01|160,89|7,6|||12,23|1534||934
C170|24|PRO03133192-50|BRACADEIRA GRANDE T2 - 50070-003 - IMP|2|PC|107,26|0|0|600|5102|512|107,26|4|4,29|0|0|0|0|53|999|0|0|0|01|107,26|1,65|||1,77|01|107,26|7,6|||8,15|1534||935
C170|25|PRO03133194-50|PEGADOR LAMINA T5 - 71384-001S - IMP|1|PC|6472,31|0|0|600|5102|512|6472,31|4|258,89|0|0|0|0|53|999|0|0|0|01|6472,31|1,65|||106,79|01|6472,31|7,6|||491,9|1534||936
C170|26|PRO03135006-50|CORREIA DA GRADE - 2-230-3027 - IMP|1|PC|287,7|0|0|100|5102|512|287,7|4|11,51|0|0|0|0|53|999|0|0|0|01|287,7|1,65|||4,75|01|287,7|7,6|||21,87|1534||937
C170|27|PRO03135029-50|ATUALIZAÇÃO DE SOFTWARE - ASY-11041 - IMP|1|PC|80008,39|0|0|140|5102|512|0|0|0|0|0|0|0|53|999|0|0|0|01|80008,39|1,65|||1320,14|01|80008,39|7,6|||6080,64|1534||938
C170|28|PRO03135049-50|PAINEL CONTROLE DISCOVERY 7 C/W - 030-3171 - IMP|1|PC|5791,62|0|0|100|5102|512|5791,62|4|231,66|0|0|0|0|53|999|0|0|0|01|5791,62|1,65|||95,56|01|5791,62|7,6|||440,16|1534||939
C170|1|PRO03003052-999|IMPRESSORA HP OFFICEJET 8210 PRO|1|PC|1000|0|0|400|5102|51200|1000|17|170|0|0|0|0|53|999|0|0|0|01|1000|1,65|||16,5|01|1000|7,6|||76|1534||944
C170|2|PRO03005184-999|NOBREAK TITAN PRO 3KVA|1|PC|2450|0|0|300|5102|51200|2450|17|416,5|0|0|0|0|53|999|0|0|0|01|2450|1,65|||40,43|01|2450|7,6|||186,2|1534||945
C170|1|PRO01223003-50|DENSITÔMETRO ÓSSEO HORIZON WI|1|UN|159900|0|0|700|5102|51200|159900|17|27183|0|0|0|0|53|999|0|0|0|01|159900|1,65|||2638,35|01|159900|7,6|||12152,4|1532||950
C170|2|PRO03223009-50|SOFTWARE PARA DENSITOMETRIA OSSEA|1|PC|106600|0|0|140|5102|51200|0|0|0|0|0|0|0|53|999|0|0|0|01|106600|1,65|||1758,9|01|106600|7,6|||8101,6|1534||951
C170|3|PRO03225007-50|CAIXA PLASTICA CONTENDO CD ROOM|1|PC|50|0|0|200|5102|51200|50|17|8,5|0|0|0|0|53|999|0|0|0|01|50|1,65|||0,83|01|50|7,6|||3,8|1534||952
C170|1|PRO03007131-45|Tube Power Generator 110V - PN 662051|3|PC|37,5|0|0|000|5102|512|37,5|17|6,38|0|0|0|0|53|999|0|0|0|01|37,5|1,65|||0,62|01|37,5|7,6|||2,85|9999||960
C170|1|PRO03019571-50|Placa VTA -  4000100102|1|PC|968,82|0|0|200|5102|512|968,82|17|164,7|0|0|0|0|53|999|0|0|0|01|968,82|1,65|||15,99|01|968,82|7,6|||73,63|9999||963
C170|1|PRO03135016-50|CAIXA PLASTICA COM CD ROOM - IMP|1|PC|50|0|0|100|5102|51200|50|17|8,5|0|0|0|0|53|999|0|0|0|01|50|1,65|||0,83|01|50|7,6|||3,8|1534||967
C170|2|PRO03127003-999|DETECTOR IMEX MARS1417V-TSI  - CSL - IMP|1|PC|92444|0|0|600|5102|51200|92444|17|15715,48|0|0|0|0|53|999|0|0|0|01|92444|1,65|||1525,33|01|92444|7,6|||7025,74|9999||968
C170|3|PRO03127016-999|SOFTWARE IDEMO IRAY - IMP|1|PC|138666|0|0|140|5102|51200|0|0|0|0|0|0|0|53|999|0|0|0|01|138666|1,65|||2287,99|01|138666|7,6|||10538,62|1534||969
